id_mutation/valeur_fonciere/nombre_pieces_principales/surface_carrez_total/surface_reelle_bati/surface_terrain/type_local/date_mutation/nature_mutation/adresse_numero/adresse_suffixe/adresse_nom_voie/code_postal/nom_commune/adresse_code_voie/code_commune/section_prefixe/id_parcelle/longitude/latitude/nb_piece/"valeur_fonciere/surface_carrez"/"valeur_fonciere/surface_bati"
2014-1059692/82000.0/2/12.6/25.0/0.0/Appartement/2014-01-07/Vente/41/None/RUE DES MARTYRS/75009/Paris 9e Arrondissement/6147/75109/000AF/0058/2.339429/48.879965/2/6507.936507936508/3280.0
2014-1059693/599100.0/2/66.41/55.0/0.0/Appartement/2014-01-06/Vente/18/None/RUE DE VINTIMILLE/75009/Paris 9e Arrondissement/9866/75109/000AA/0084/2.329593/48.882305/2/9021.2317422075/10892.727272727272
2014-1059694/200000.0/1/24.0/23.0/0.0/Appartement/2014-01-07/Vente/14/None/RUE LENTONNET/75009/Paris 9e Arrondissement/5519/75109/000BD/0104/2.347894/48.880471/1/8333.333333333334/8695.652173913044
2014-1059698/90000.0/1/10.79/10.0/0.0/Appartement/2014-01-06/Vente/34/None/RUE PETRELLE/75009/Paris 9e Arrondissement/7359/75109/000BD/0063/2.34673/48.880996/1/8341.05653382762/9000.0
2014-1059699/282000.0/1/0.0/26.0/0.0/Appartement/2014-01-08/Vente/3/None/RUE BLEUE/75009/Paris 9e Arrondissement/1017/75109/000AX/0060/2.34757/48.875602/1/inf/10846.153846153846
2014-1059701/1065000.0/3/110.4/90.0/0.0/Appartement/2014-01-16/Vente/15/None/RUE VICTOR MASSE/75009/Paris 9e Arrondissement/9775/75109/000AF/0049/2.338811/48.880478/3/9646.739130434782/11833.333333333334
2014-1059702/382000.0/2/45.7/46.0/0.0/Appartement/2014-01-10/Vente/32/None/RUE RODIER/75009/Paris 9e Arrondissement/8299/75109/000AZ/0070/2.343371/48.878803/2/8358.86214442013/8304.347826086956
2014-1059704/1322306.89/10/128.44/310.0/0.0/Appartement/2014-01-07/Vente/1/None/SQ LA BRUYERE/75009/Paris 9e Arrondissement/5212/75109/000AI/0019/2.332808/48.87903/5+/10295.133058237308/4265.506096774193
2014-1059707/138000.0/2/40.5/41.0/0.0/Appartement/2014-01-14/Vente/6/None/RUE HIPPOLYTE LEBAS/75009/Paris 9e Arrondissement/4632/75109/000AZ/0025/2.341115/48.877191/2/3407.4074074074074/3365.8536585365855
2014-1059709/443000.0/3/0.0/43.0/0.0/Appartement/2014-01-09/Vente/29/None/RUE DE BELLEFOND/75009/Paris 9e Arrondissement/0827/75109/000BF/0018/2.346413/48.877644/3/inf/10302.32558139535
2014-1059714/540000.0/3/59.75/60.0/0.0/Appartement/2014-01-10/Vente/10/None/RUE MAYRAN/75009/Paris 9e Arrondissement/6223/75109/000BF/0009/2.344981/48.877407/3/9037.65690376569/9000.0
2014-1059719/1198000.0/5/143.75/140.0/0.0/Appartement/2014-01-08/Vente/56.0/None/RUE DE CLICHY/75009/Paris 9e Arrondissement/2116/75109/000AB/0078/2.328897/48.880857/5+/8333.91304347826/8557.142857142857
2014-1059728/380000.0/2/0.0/33.0/0.0/Appartement/2014-01-15/Vente/16/None/RUE DE BRUXELLES/75009/Paris 9e Arrondissement/1345/75109/000AA/0015/2.330999/48.88372/2/inf/11515.151515151516
2014-1059733/231000.0/2/30.07/31.0/0.0/Appartement/2014-01-15/Vente/13/None/RUE GERANDO/75009/Paris 9e Arrondissement/4159/75109/000BC/0014/2.345837/48.882735/2/7682.0751579647485/7451.612903225807
2014-1059737/500000.0/3/0.0/50.0/0.0/Appartement/2014-01-22/Vente/41/None/RUE SAINT GEORGES/75009/Paris 9e Arrondissement/8617/75109/000AH/0081/2.336941/48.877411/3/inf/10000.0
2014-1059738/250000.0/2/30.28/30.0/0.0/Appartement/2014-01-13/Vente/7/None/RUE DE MONTYON/75009/Paris 9e Arrondissement/6541/75109/000AW/0105/2.344336/48.872888/2/8256.274768824305/8333.333333333334
2014-1059739/340000.0/2/37.16/32.0/0.0/Appartement/2014-01-06/Vente/43/None/RUE NOTRE DAME DE LORETTE/75009/Paris 9e Arrondissement/6832/75109/000AF/0112/2.335982/48.879478/2/9149.62325080732/10625.0
2014-1059743/1424400.0/6/153.3/148.0/0.0/Appartement/2014-01-16/Vente/14/None/RUE BLEUE/75009/Paris 9e Arrondissement/1017/75109/000AX/0024/2.346199/48.876069/5+/9291.585127201564/9624.324324324325
2014-1059749/665000.0/4/130.55/100.0/0.0/Appartement/2014-01-15/Vente/17/None/BD DE ROCHECHOUART/75009/Paris 9e Arrondissement/8288/75109/000BC/0128/2.347535/48.883125/4/5093.833780160858/6650.0
2014-1059751/700000.0/4/62.900000000000006/61.0/0.0/Appartement/2014-01-03/Vente/25/None/RUE TAITBOUT/75009/Paris 9e Arrondissement/9155/75109/000AT/0014/2.335103/48.873255/4/11128.775834658187/11475.409836065573
